year,leaid,lea_name,state_location,city_location,agency_type,enrollment,agency_charter_indicator,urban_centric_locale,est_population_total,est_population_5_17,est_population_5_17_pct,est_population_5_17_poverty,est_population_5_17_poverty_pct
"2018","4110560","Riverdale SD 51J","OR","Portland","Regular local school district","637","","Suburb, large","3126","464","0.148433","21","0.045259"
"2018","4110680","Rogue River SD 35","OR","Rogue River","Regular local school district","1018","","Suburb, small","10028","1193","0.118967","195","0.163453"
"2018","4110820","Salem-Keizer SD 24J","OR","Salem","Regular local school district","41920","","City, midsize","267603","46896","0.175245","7502","0.159971"
"2018","4108100","Santiam Canyon SD 129J","OR","Mill City","Regular local school district","4453","","Rural, distant","4387","709","0.161614","111","0.156559"
"2018","4110980","Scappoose SD 1J","OR","Scappoose","Regular local school district","2429","","Town, fringe","15442","2249","0.145642","182","0.080925"
"2018","4111040","Scio SD 95","OR","Scio","Regular local school district","785","","Rural, distant","4323","759","0.175573","106","0.139657"
"2018","4111100","Seaside SD 10","OR","Seaside","Regular local school district","1658","","Town, remote","13247","1617","0.122065","266","0.164502"
"2018","4111220","Sheridan SD 48J","OR","Sheridan","Regular local school district","959","","Town, distant","8036","1072","0.1334","170","0.158582"
"2018","4111250","Sherman County SD","OR","Moro","Regular local school district","270","","Rural, remote","1711","216","0.126242","35","0.162037"
"2018","4111290","Sherwood SD 88J","OR","Sherwood","Regular local school district","5345","","Suburb, large","32895","6731","0.204621","217","0.032239"
"2018","4111450","Silver Falls SD 4J","OR","Silverton","Regular local school district","3983","","Town, fringe","21091","3976","0.188516","377","0.094819"
"2018","4111490","Sisters SD 6","OR","Sisters","Regular local school district","1085","","Rural, distant","9254","1436","0.155176","74","0.051532"
"2018","4105100","Siuslaw SD 97J","OR","Florence","Regular local school district","1357","","Town, remote","15835","1454","0.091822","552","0.379642"
"2018","4105020","South Harney SD 33","OR","Fields","Regular local school district","17","","Rural, remote","163","16","0.09816","2","0.125"
"2018","4111580","South Lane SD 45J3","OR","Cottage Grove","Regular local school district","2850","","Town, distant","20261","3032","0.149647","630","0.207784"
"2018","4111610","South Umpqua SD 19","OR","Myrtle Creek","Regular local school district","1526","","Town, distant","12679","1894","0.149381","420","0.221753"
"2018","4100021","South Wasco County SD 1","OR","Maupin","Regular local school district","251","","Rural, remote","2182","248","0.113657","42","0.169355"
"2018","4111640","Spray SD 1","OR","Spray","Regular local school district","62","","Rural, remote","350","29","0.082857","15","0.517241"
"2018","4111670","Springfield SD 19","OR","Springfield","Regular local school district","10838","","Suburb, midsize","79740","12070","0.151367","2560","0.212096"
"2018","4111720","St Helens SD 502","OR","St Helens","Regular local school district","2894","","Town, fringe","21898","3608","0.164764","430","0.11918"
"2018","4111760","St Paul SD 45","OR","St Paul","Regular local school district","243","","Rural, distant","1450","324","0.223448","33","0.101852"
"2018","4111790","Stanfield SD 61","OR","Stanfield","Regular local school district","463","","Town, distant","2569","539","0.209809","62","0.115028"
"2018","4111910","Suntex SD 10","OR","Riley","Regular local school district","6","","Rural, remote","84","11","0.130952","2","0.181818"
"2018","4111940","Sutherlin SD 130","OR","Sutherlin","Regular local school district","1373","","Town, remote","9808","1422","0.144984","237","0.166667"
"2018","4111970","Sweet Home SD 55","OR","Sweet Home","Regular local school district","2319","","Town, distant","15991","2629","0.164405","411","0.156333"
"2018","4106900","Three Rivers/Josephine County SD","OR","Grants Pass","Regular local school district","4765","","Rural, fringe","50444","6469","0.128241","1582","0.244551"
"2018","4112240","Tigard-Tualatin SD 23J","OR","Tigard","Regular local school district","12710","","Suburb, large","88173","13697","0.155342","1257","0.091772"
"2018","4112320","Tillamook SD 9","OR","Tillamook","Regular local school district","2229","","Town, distant","14090","2249","0.159617","391","0.173855"
"2018","4112360","Troy SD 54","OR","Enterprise","Regular local school district","2","","Rural, remote","40","2","0.05","0","0"
"2018","4112540","Ukiah SD 80R","OR","Ukiah","Regular local school district","30","","Rural, remote","249","44","0.176707","5","0.113636"
"2018","4112600","Umatilla SD 6R","OR","Umatilla","Regular local school district","1378","","Town, distant","6501","1464","0.225196","327","0.223361"
"2018","4112690","Union SD 5","OR","Union","Regular local school district","350","","Rural, remote","2593","472","0.182029","42","0.088983"
"2018","4100014","Vale SD 84","OR","Vale","Regular local school district","917","","Rural, remote","4749","938","0.197515","246","0.26226"
"2018","4112930","Vernonia SD 47J","OR","Vernonia","Regular local school district","546","","Rural, distant","4015","656","0.163387","93","0.141768"
"2018","4112990","Wallowa SD 12","OR","Wallowa","Regular local school district","181","","Rural, remote","1807","287","0.158827","65","0.226481"
"2018","4113080","Warrenton-Hammond SD 30","OR","Warrenton","Regular local school district","1037","","Town, remote","6595","1015","0.153904","137","0.134975"
"2018","4113170","West Linn-Wilsonville SD 3J","OR","Tualatin","Regular local school district","9948","","Suburb, large","50101","9142","0.182471","464","0.050755"
"2018","4113350","Willamina SD 30J","OR","Willamina","Regular local school district","842","","Rural, fringe","6742","1160","0.172056","160","0.137931"
"2018","4113490","Winston-Dillard SD 116","OR","Winston","Regular local school district","1399","","Rural, fringe","10551","1572","0.148991","323","0.205471"
"2018","4113530","Woodburn SD 103","OR","Woodburn","Regular local school district","5693","","Town, fringe","29772","5963","0.200289","1529","0.256415"
"2018","4100016","Yamhill Carlton SD 1","OR","Yamhill","Regular local school district","1026","","Town, distant","7282","1233","0.169322","96","0.077859"
"2018","4113650","Yoncalla SD 32","OR","Yoncalla","Regular local school district","246","","Rural, remote","2735","378","0.138208","79","0.208995"
"2017","4100990","Adel SD 21","OR","Lakeview","Regular local school district","10","","Rural, remote","97","13","0.134021","2","0.153846"
"2017","4101020","Adrian SD 61","OR","Adrian","Regular local school district","301","","Rural, distant","1219","217","0.178015","46","0.211982"
"2017","4101200","Alsea SD 7J","OR","Alsea","Charter agency","156","","Rural, distant","1088","159","0.14614","22","0.138365"
"2017","4101230","Amity SD 4J","OR","Amity","Regular local school district","888","","Rural, distant","4704","830","0.176446","102","0.122892"
"2017","4101350","Annex SD 29","OR","Ontario","Charter agency","103","","Rural, fringe","419","55","0.131265","13","0.236364"
"2017","4101470","Arlington SD 3","OR","Arlington","Charter agency","156","","Rural, remote","799","134","0.16771","31","0.231343"
"2017","4101500","Arock SD 81","OR","Arock","Regular local school district","15","","Rural, remote","142","25","0.176056","7","0.28"
"2017","4101560","Ashland SD 5","OR","Ashland","Regular local school district","2938","","Suburb, midsize","25998","3105","0.119432","526","0.169404"
"2017","4101590","Ashwood SD 8","OR","Ashwood","Regular local school district","7","","Rural, remote","65","9","0.138462","2","0.222222"
"2017","4101620","Astoria SD 1","OR","Astoria","Regular local school district","1909","","Town, remote","14428","2007","0.139105","287","0.143"
"2017","4101660","Athena-Weston SD 29RJ","OR","Athena","Regular local school district","575","","Rural, distant","2761","483","0.174937","73","0.151139"
"2017","4101710","Baker SD 5J","OR","Baker City","Regular local school district","3329","","Town, remote","13439","2003","0.149044","504","0.251623"
"2017","4101800","Bandon SD 54","OR","Bandon","Regular local school district","697","","Town, remote","6564","758","0.115478","154","0.203166"
"2017","4101830","Banks SD 13","OR","Banks","Regular local school district","1153","","Rural, distant","6797","1380","0.203031","83","0.060145"
"2017","4101920","Beaverton SD 48J","OR","Beaverton","Regular local school district","40950","","City, small","283616","46835","0.165135","3756","0.080196"
"2017","4101980","Bend-LaPine Administrative SD 1","OR","Bend","Regular local school district","18326","","City, small","127228","18861","0.148246","1927","0.102168"
"2017","4102040","Bethel SD 52","OR","Eugene","Regular local school district","5629","","City, midsize","40450","6687","0.165315","1070","0.160012"
"2017","4102160","Blachly SD 90","OR","Blachly","Charter agency","227","","Rural, distant","649","101","0.155624","20","0.19802"
"2017","4102190","Black Butte SD 41","OR","Camp Sherman","Regular local school district","39","","Rural, remote","291","28","0.09622","4","0.142857"
"2017","4102310","Brookings-Harbor SD 17C","OR","Brookings","Regular local school district","1589","","Town, remote","14173","1613","0.113808","341","0.211407"
"2017","4101740","Burnt River SD 30J","OR","Unity","Charter agency","38","","Rural, remote","391","39","0.099744","5","0.128205"
"2017","4102580","Butte Falls SD 91","OR","Butte Falls","Charter agency","235","","Rural, distant","1289","188","0.14585","38","0.202128"
"2017","4102610","Camas Valley SD 21J","OR","Camas Valley","Charter agency","217","","Rural, remote","826","153","0.18523","28","0.183007"
"2017","4102640","Canby SD 86","OR","Canby","Regular local school district","4714","","Town, fringe","33106","5435","0.16417","570","0.104876"
"2017","4102780","Cascade SD 5","OR","Turner","Regular local school district","2329","","Rural, fringe","14800","2636","0.178108","497","0.188543"
"2017","4102800","Centennial SD 28J","OR","Portland","Regular local school district","6213","","Suburb, large","45514","8228","0.18078","1780","0.216334"
"2017","4105760","Central Curry SD 1","OR","Gold Beach","Regular local school district","474","","Town, remote","5430","533","0.098158","73","0.136961"
"2017","4102910","Central Linn SD 552","OR","Halsey","Regular local school district","648","","Rural, distant","5645","1034","0.183171","151","0.146035"
"2017","4102940","Central Point SD 6","OR","Central Point","Regular local school district","4769","","Suburb, midsize","31751","5009","0.157759","655","0.130765"
"2017","4102840","Central SD 13J","OR","Independence","Regular local school district","3289","","Town, fringe","23931","3799","0.158748","704","0.185312"
"2017","4103260","Clatskanie SD 6J","OR","Clatskanie","Regular local school district","718","","Rural, distant","5302","833","0.157111","135","0.162065"
"2017","4103270","Colton SD 53","OR","Colton","Regular local school district","608","","Rural, distant","4599","759","0.165036","73","0.096179"
"2017","4103330","Condon SD 25J","OR","Condon","Regular local school district","125","","Rural, remote","1051","141","0.134158","13","0.092199"
"2017","4103660","Coos Bay SD 9","OR","Coos Bay","Regular local school district","3280","","Town, remote","27438","3737","0.136198","1014","0.271341"
"2017","4103390","Coquille SD 8","OR","Coquille","Regular local school district","1091","","Town, remote","7098","1027","0.144689","199","0.193768"
"2017","4103420","Corbett SD 39","OR","Corbett","Regular local school district","1236","","Rural, fringe","4209","717","0.170349","52","0.072524"
"2017","4103480","Corvallis SD 509J","OR","Corvallis","Regular local school district","6876","","City, small","69548","7480","0.107552","784","0.104813"
"2017","4103540","Cove SD 15","OR","Cove","Charter agency","277","","Rural, remote","1567","308","0.196554","42","0.136364"
