year,leaid,lea_name,state_location,city_location,agency_type,enrollment,agency_charter_indicator,urban_centric_locale,est_population_total,est_population_5_17,est_population_5_17_pct,est_population_5_17_poverty,est_population_5_17_poverty_pct
"2013","4111720","ST HELENS SD 502","OR","ST HELENS","Regular local school district","3239","Some charter schools","Town, fringe","20633","3769","0.182669","574","0.152295"
"2013","4111760","ST PAUL SD 45","OR","ST PAUL","Regular local school district","259","No charter schools","Rural, distant","1350","314","0.232593","41","0.130573"
"2013","4111790","STANFIELD SD 61","OR","STANFIELD","Regular local school district","518","No charter schools","Town, distant","2543","539","0.211954","71","0.131725"
"2013","4111910","SUNTEX SD 10","OR","RILEY","Regular local school district","18","No charter schools","Rural, remote","82","11","0.134146","3","0.272727"
"2013","4111940","SUTHERLIN SD 130","OR","SUTHERLIN","Regular local school district","1356","No charter schools","Town, remote","9514","1410","0.148203","339","0.240426"
"2013","4111970","SWEET HOME SD 55","OR","SWEET HOME","Regular local school district","2382","Some charter schools","Town, distant","14912","2577","0.172814","613","0.237874"
"2013","4106900","THREE RIVERS/JOSEPHINE COUNTY SD","OR","GRANTS PASS","Regular local school district","4899","Some charter schools","Rural, fringe","48082","6340","0.131858","1501","0.236751"
"2013","4112240","TIGARD-TUALATIN SD 23J","OR","TIGARD","Regular local school district","12737","Some charter schools","Suburb, large","81979","13559","0.165396","1804","0.133048"
"2013","4112320","TILLAMOOK SD 9","OR","TILLAMOOK","Regular local school district","1949","No charter schools","Town, remote","13320","2090","0.156907","483","0.2311"
"2013","4112360","TROY SD 54","OR","ENTERPRISE","Regular local school district","3","No charter schools","Rural, remote","39","2","0.051282","0","0"
"2013","4112540","UKIAH SD 80R","OR","UKIAH","Regular local school district","40","No charter schools","Rural, remote","247","44","0.178138","9","0.204545"
"2013","4112600","UMATILLA SD 6R","OR","UMATILLA","Regular local school district","1376","No charter schools","Town, distant","6438","1468","0.228021","231","0.157357"
"2013","4112690","UNION SD 5","OR","UNION","Regular local school district","342","No charter schools","Rural, remote","2514","443","0.176213","75","0.1693"
"2013","4100014","VALE SD 84","OR","VALE","Regular local school district","951","No charter schools","Rural, remote","4711","895","0.189981","270","0.301676"
"2013","4112930","VERNONIA SD 47J","OR","VERNONIA","Regular local school district","563","No charter schools","Rural, distant","3779","684","0.181","112","0.163743"
"2013","4112990","WALLOWA SD 12","OR","WALLOWA","Regular local school district","236","No charter schools","Rural, remote","1742","269","0.15442","47","0.174721"
"2013","4113080","WARRENTON-HAMMOND SD 30","OR","WARRENTON","Regular local school district","886","No charter schools","Town, remote","6162","971","0.157579","255","0.262616"
"2013","4113170","WEST LINN-WILSONVILLE SD 3J","OR","TUALATIN","Regular local school district","9070","Some charter schools","Suburb, large","46750","9072","0.194053","553","0.060957"
"2013","4113350","WILLAMINA SD 30J","OR","WILLAMINA","Regular local school district","795","No charter schools","Rural, fringe","6217","1136","0.182725","196","0.172535"
"2013","4113490","WINSTON-DILLARD SD 116","OR","WINSTON","Regular local school district","1499","No charter schools","Rural, fringe","10243","1558","0.152104","328","0.210526"
"2013","4113530","WOODBURN SD 103","OR","WOODBURN","Regular local school district","5844","Some charter schools","Town, fringe","27781","5807","0.209028","2163","0.372482"
"2013","4100016","YAMHILL CARLTON SD 1","OR","YAMHILL","Regular local school district","1169","No charter schools","Town, distant","6852","1252","0.18272","105","0.083866"
"2013","4113650","YONCALLA SD 32","OR","YONCALLA","Regular local school district","295","No charter schools","Rural, remote","2657","375","0.141137","107","0.285333"
"2012","4100990","ADEL SD 21","OR","LAKEVIEW","Regular local school district","14","No charter schools","Rural, remote","95","13","0.136842","3","0.230769"
"2012","4101020","ADRIAN SD 61","OR","ADRIAN","Regular local school district","231","No charter schools","Rural, distant","1225","213","0.173878","45","0.211268"
"2012","4101200","ALSEA SD 7J","OR","ALSEA","Regular local school district","144","No charter schools","Rural, distant","1033","155","0.150048","30","0.193548"
"2012","4101230","AMITY SD 4J","OR","AMITY","Regular local school district","907","Some charter schools","Rural, distant","4440","846","0.190541","154","0.182033"
"2012","4101350","ANNEX SD 29","OR","ONTARIO","Charter agency","80","All charter schools","Rural, fringe","421","54","0.128266","20","0.37037"
"2012","4101470","ARLINGTON SD 3","OR","ARLINGTON","Charter agency","151","All charter schools","Rural, remote","842","135","0.160333","23","0.17037"
"2012","4101500","AROCK SD 81","OR","AROCK","Regular local school district","10","No charter schools","Rural, remote","143","24","0.167832","10","0.416667"
"2012","4101560","ASHLAND SD 5","OR","ASHLAND","Regular local school district","2775","No charter schools","Suburb, midsize","24665","3055","0.12386","725","0.237316"
"2012","4101590","ASHWOOD SD 8","OR","ASHWOOD","Regular local school district","9","No charter schools","Rural, remote","59","9","0.152542","5","0.555556"
"2012","4101620","ASTORIA SD 1","OR","ASTORIA","Regular local school district","1917","No charter schools","Town, remote","13745","2060","0.149873","453","0.219903"
"2012","4101660","ATHENA-WESTON SD 29RJ","OR","ATHENA","Regular local school district","567","No charter schools","Rural, distant","2755","493","0.178947","71","0.144016"
"2012","4101710","BAKER SD 5J","OR","BAKER CITY","Regular local school district","2166","Some charter schools","Town, remote","13321","1996","0.149839","511","0.256012"
"2012","4101800","BANDON SD 54","OR","BANDON","Regular local school district","716","No charter schools","Town, remote","6426","752","0.117025","162","0.215426"
"2012","4101830","BANKS SD 13","OR","BANKS","Regular local school district","1131","No charter schools","Rural, distant","6326","1358","0.21467","154","0.113402"
"2012","4101920","BEAVERTON SD 48J","OR","BEAVERTON","Regular local school district","39691","Some charter schools","City, small","263731","46058","0.17464","5942","0.129011"
"2012","4101980","BEND-LAPINE ADMINISTRATIVE SD 1","OR","BEND","Regular local school district","16586","Some charter schools","City, small","110479","17785","0.160981","2949","0.165814"
"2012","4102040","BETHEL SD 52","OR","EUGENE","Regular local school district","5930","Some charter schools","City, midsize","38262","6614","0.172861","1726","0.260962"
"2012","4102160","BLACHLY SD 90","OR","BLACHLY","Charter agency","217","All charter schools","Rural, distant","614","100","0.162866","30","0.3"
"2012","4102190","BLACK BUTTE SD 41","OR","CAMP SHERMAN","Regular local school district","30","No charter schools","Rural, remote","266","26","0.097744","6","0.230769"
"2012","4102310","BROOKINGS-HARBOR SD 17C","OR","BROOKINGS","Regular local school district","1590","No charter schools","Town, remote","13911","1726","0.124074","341","0.197567"
"2012","4101740","BURNT RIVER SD 30J","OR","UNITY","Charter agency","31","All charter schools","Rural, remote","388","39","0.100515","16","0.410256"
"2012","4102580","BUTTE FALLS SD 91","OR","BUTTE FALLS","Charter agency","146","All charter schools","Rural, distant","1223","185","0.151267","51","0.275676"
"2012","4102610","CAMAS VALLEY SD 21J","OR","CAMAS VALLEY","Charter agency","164","All charter schools","Rural, remote","809","156","0.192831","66","0.423077"
"2012","4102640","CANBY SD 86","OR","CANBY","Regular local school district","4861","No charter schools","Town, fringe","30814","5385","0.174758","710","0.131848"
"2012","4102780","CASCADE SD 5","OR","TURNER","Regular local school district","2240","No charter schools","Rural, fringe","13877","2570","0.185199","437","0.170039"
"2012","4102800","CENTENNIAL SD 28J","OR","PORTLAND","Regular local school district","6167","No charter schools","Suburb, large","42760","8051","0.188283","1876","0.233015"
"2012","4105760","CENTRAL CURRY SD 1","OR","GOLD BEACH","Regular local school district","503","No charter schools","Town, remote","5328","570","0.106982","105","0.184211"
"2012","4102910","CENTRAL LINN SD 552","OR","BROWNSVILLE","Regular local school district","672","No charter schools","Rural, distant","5341","1020","0.190975","225","0.220588"
"2012","4102940","CENTRAL POINT SD 6","OR","CENTRAL POINT","Regular local school district","4497","No charter schools","Suburb, midsize","30135","4928","0.163531","979","0.198661"
"2012","4102840","CENTRAL SD 13J","OR","INDEPENDENCE","Regular local school district","2893","No charter schools","Town, fringe","21832","3563","0.163201","759","0.213023"
"2012","4103260","CLATSKANIE SD 6J","OR","CLATSKANIE","Regular local school district","730","No charter schools","Rural, distant","5048","864","0.171157","160","0.185185"
"2012","4103270","COLTON SD 53","OR","COLTON","Regular local school district","639","No charter schools","Rural, distant","4277","751","0.17559","52","0.069241"
"2012","4103330","CONDON SD 25J","OR","CONDON","Regular local school district","140","No charter schools","Rural, remote","1107","142","0.128275","14","0.098592"
"2012","4103660","COOS BAY SD 9","OR","COOS BAY","Regular local school district","3100","Some charter schools","Town, remote","26847","3703","0.13793","1090","0.294356"
"2012","4103390","COQUILLE SD 8","OR","COQUILLE","Regular local school district","891","No charter schools","Town, remote","6948","1019","0.146661","217","0.212954"
"2012","4103420","CORBETT SD 39","OR","CORBETT","Regular local school district","1274","Some charter schools","Rural, fringe","3957","701","0.177154","108","0.154066"
"2012","4103480","CORVALLIS SD 509J","OR","CORVALLIS","Regular local school district","6432","Some charter schools","City, small","66104","7268","0.109948","1073","0.147633"
"2012","4103540","COVE SD 15","OR","COVE","Charter agency","289","All charter schools","Rural, remote","1539","293","0.190383","30","0.102389"
"2012","4103690","CRESWELL SD 40","OR","CRESWELL","Regular local school district","1281","No charter schools","Town, fringe","9090","1544","0.169857","244","0.158031"
"2012","4103720","CROOK COUNTY SD","OR","PRINEVILLE","Regular local school district","3163","Some charter schools","Town, distant","20790","3226","0.155171","772","0.239306"
"2012","4103780","CROW-APPLEGATE-LORANE SD 66","OR","EUGENE","Regular local school district","290","No charter schools","Rural, distant","2339","359","0.153484","104","0.289694"
"2012","4103840","CULVER SD 4","OR","CULVER","Regular local school district","694","No charter schools","Rural, distant","3507","627","0.178785","206","0.328549"
"2012","4103860","DALLAS SD 2","OR","DALLAS","Regular local school district","3160","Some charter schools","Town, fringe","20633","3679","0.178307","588","0.159826"
"2012","4103940","DAVID DOUGLAS SD 40","OR","PORTLAND","Regular local school district","10818","Some charter schools","City, large","65635","11845","0.180468","4115","0.347404"
"2012","4103990","DAYTON SD 8","OR","DAYTON","Regular local school district","943","No charter schools","Town, distant","5397","1095","0.202891","229","0.209132"
"2012","4104020","DAYVILLE SD 16J","OR","DAYVILLE","Regular local school district","60","No charter schools","Rural, remote","370","48","0.12973","12","0.25"
"2012","4104170","DIAMOND SD 7","OR","DIAMOND","Regular local school district","16","No charter schools","Rural, remote","88","16","0.181818","4","0.25"
"2012","4104290","DOUBLE O SD 28","OR","HINES","Regular local school district","2","No charter schools","Rural, remote","26","3","0.115385","1","0.333333"
"2012","4103960","DOUGLAS COUNTY SD 15","OR","DAYS CREEK","Regular local school district","209","Some charter schools","Rural, distant","1208","173","0.143212","40","0.231214"
"2012","4110710","DOUGLAS COUNTY SD 4","OR","ROSEBURG","Regular local school district","6255","Some charter schools","Town, remote","46476","6890","0.148249","1698","0.246444"
"2012","4104380","DREWSEY SD 13","OR","DREWSEY","Regular local school district","13","No charter schools","Rural, remote","120","17","0.141667","4","0.235294"
"2012","4104410","DUFUR SD 29","OR","DUFUR","Regular local school district","284","No charter schools","Rural, distant","1686","300","0.177936","58","0.193333"
"2012","4104500","EAGLE POINT SD 9","OR","EAGLE POINT","Regular local school district","4076","No charter schools","Suburb, midsize","28123","4975","0.176901","1237","0.248643"
"2012","4104530","ECHO SD 5","OR","ECHO","Regular local school district","247","No charter schools","Rural, fringe","1003","222","0.221336","69","0.310811"
"2012","4104590","ELGIN SD 23","OR","ELGIN","Regular local school district","385","No charter schools","Rural, remote","2629","426","0.162039","89","0.20892"
"2012","4104620","ELKTON SD 34","OR","ELKTON","Charter agency","280","All charter schools","Rural, remote","1288","168","0.130435","28","0.166667"
"2012","4105080","ENTERPRISE SD 21","OR","ENTERPRISE","Regular local school district","379","No charter schools","Rural, remote","2966","406","0.136885","82","0.20197"
"2012","4104700","ESTACADA SD 108","OR","ESTACADA","Regular local school district","2805","Some charter schools","Town, fringe","13209","2181","0.165115","311","0.142595"
"2012","4104740","EUGENE SD 4J","OR","EUGENE","Regular local school district","17029","Some charter schools","City, midsize","151395","18954","0.125196","3675","0.19389"
"2012","4100003","FALLS CITY SD 57","OR","FALLS CITY","Regular local school district","131","No charter schools","Rural, distant","1242","217","0.174718","47","0.21659"
"2012","4104950","FERN RIDGE SD 28J","OR","ELMIRA","Regular local school district","1513","Some charter schools","Town, fringe","12050","1898","0.15751","391","0.206006"
"2012","4105160","FOREST GROVE SD 15","OR","FOREST GROVE","Regular local school district","6054","Some charter schools","Suburb, large","35295","7004","0.198442","1796","0.256425"
"2012","4105250","FOSSIL SD 21J","OR","FOSSIL","Charter agency","217","All charter schools","Rural, remote","684","101","0.147661","38","0.376238"
"2012","4105310","FRENCHGLEN SD 16","OR","FRENCHGLEN","Regular local school district","8","No charter schools","Rural, remote","80","14","0.175","3","0.214286"
"2012","4105430","GASTON SD 511J","OR","GASTON","Regular local school district","485","Some charter schools","Rural, fringe","3025","532","0.175868","74","0.139098"
"2012","4100015","GERVAIS SD 1","OR","GERVAIS","Regular local school district","1082","No charter schools","Town, fringe","6491","1428","0.219997","326","0.228291"
"2012","4105610","GLADSTONE SD 115","OR","GLADSTONE","Regular local school district","2145","No charter schools","Suburb, large","11253","1923","0.170888","306","0.159126"
"2012","4105640","GLENDALE SD 77","OR","GLENDALE","Regular local school district","328","No charter schools","Rural, distant","2967","435","0.146613","114","0.262069"
"2012","4105670","GLIDE SD 12","OR","GLIDE","Regular local school district","638","No charter schools","Rural, distant","5714","717","0.125481","225","0.313808"
"2012","4105910","GRANTS PASS SD 7","OR","GRANTS PASS","Regular local school district","5779","No charter schools","City, small","36431","6173","0.169444","1654","0.267941"
"2012","4101120","GREATER ALBANY PUBLIC SD 8J","OR","ALBANY","Regular local school district","9185","No charter schools","City, small","61643","10671","0.17311","2119","0.198576"
"2012","4106000","GRESHAM-BARLOW SD 10J","OR","GRESHAM","Regular local school district","12185","Some charter schools","Suburb, large","78738","14211","0.180485","2643","0.185983"
"2012","4102490","HARNEY COUNTY SD 3","OR","BURNS","Regular local school district","855","Some charter schools","Town, remote","5835","917","0.157155","226","0.246456"
"2012","4103600","HARNEY COUNTY SD 4","OR","CRANE","Regular local school district","52","No charter schools","Rural, remote","769","73","0.094928","22","0.30137"
"2012","4103630","HARNEY COUNTY UNION HIGH SD 1J","OR","CRANE","Regular local school district","71","No charter schools","Rural, remote","1377","80","0.058097","25","0.3125"
"2012","4106120","HARPER SD 66","OR","HARPER","Charter agency","105","All charter schools","Rural, remote","281","56","0.199288","25","0.446429"
"2012","4100019","HARRISBURG SD 7J","OR","HARRISBURG","Regular local school district","877","No charter schools","Town, fringe","5203","1075","0.206612","171","0.15907"
"2012","4106270","HELIX SD 1","OR","HELIX","Regular local school district","158","No charter schools","Rural, distant","437","107","0.244851","35","0.327103"
"2012","4106300","HERMISTON SD 8","OR","HERMISTON","Regular local school district","5258","No charter schools","Town, distant","27119","5379","0.198348","1153","0.214352"
"2012","4100023","HILLSBORO SD 1J","OR","HILLSBORO","Regular local school district","21158","Some charter schools","City, small","129710","24261","0.18704","3741","0.154198"
"2012","4106510","HOOD RIVER COUNTY SD","OR","HOOD RIVER","Regular local school district","4143","No charter schools","Town, remote","22584","4264","0.188806","786","0.184334"
"2012","4106600","HUNTINGTON SD 16J","OR","HUNTINGTON","Charter agency","64","All charter schools","Rural, remote","532","61","0.114662","22","0.360656"
"2012","4106630","IMBLER SD 11","OR","IMBLER","Charter agency","330","All charter schools","Rural, distant","1382","233","0.168596","25","0.107296"
"2012","4100047","IONE SD R2","OR","IONE","Charter agency","184","All charter schools","Rural, remote","649","119","0.183359","11","0.092437"
"2012","4106740","JEFFERSON COUNTY SD 509J","OR","MADRAS","Regular local school district","2912","No charter schools","Town, remote","16058","3064","0.190808","860","0.280679"
"2012","4106710","JEFFERSON SD 14J","OR","JEFFERSON","Regular local school district","886","No charter schools","Rural, fringe","6382","1176","0.184268","265","0.22534"
"2012","4106750","JEWELL SD 8","OR","SEASIDE","Regular local school district","153","No charter schools","Rural, remote","1022","179","0.175147","24","0.134078"
"2012","4106780","JOHN DAY SD 3","OR","CANYON CITY","Regular local school district","611","No charter schools","Rural, remote","4950","691","0.139596","185","0.267728"
"2012","4106820","JORDAN VALLEY SD 3","OR","JORDAN VALLEY","Regular local school district","76","No charter schools","Rural, remote","422","71","0.168246","16","0.225352"
"2012","4106870","JOSEPH SD 6","OR","JOSEPH","Regular local school district","234","Some charter schools","Rural, remote","2072","226","0.109073","80","0.353982"
"2012","4106930","JUNCTION CITY SD 69","OR","JUNCTION CITY","Regular local school district","1707","No charter schools","Town, fringe","12626","1998","0.158245","381","0.190691"
"2012","4106960","JUNTURA SD 12","OR","VALE","Regular local school district","5","No charter schools","Rural, remote","116","20","0.172414","6","0.3"
"2012","4107020","KLAMATH COUNTY SD","OR","KLAMATH FALLS","Regular local school district","6205","Some charter schools","Rural, remote","42482","6762","0.159173","1370","0.202603"
"2012","4107080","KLAMATH FALLS CITY SCHOOLS","OR","KLAMATH FALLS","Regular local school district","3310","Some charter schools","Town, remote","23430","3698","0.157832","1115","0.301514"
"2012","4100040","KNAPPA SD 4","OR","ASTORIA","Regular local school district","463","No charter schools","Rural, distant","3264","550","0.168505","85","0.154545"
"2012","4107200","LA GRANDE SD 1","OR","LA GRANDE","Regular local school district","2129","No charter schools","Town, remote","16997","2579","0.151733","609","0.236138"
"2012","4107280","LAKE COUNTY SD 7","OR","LAKEVIEW","Regular local school district","724","No charter schools","Town, remote","5133","679","0.132281","166","0.244477"
"2012","4107230","LAKE OSWEGO SD 7J","OR","LAKE OSWEGO","Regular local school district","6830","No charter schools","Suburb, large","41470","7323","0.176585","477","0.065137"
"2012","4107380","LEBANON COMMUNITY SD 9","OR","LEBANON","Regular local school district","4450","Some charter schools","Town, fringe","29211","4892","0.167471","1033","0.211161"
"2012","4107500","LINCOLN COUNTY SD","OR","NEWPORT","Regular local school district","5261","Some charter schools","Town, distant","46310","5744","0.124034","1528","0.266017"
"2012","4107530","LONG CREEK SD 17","OR","LONG CREEK","Regular local school district","36","No charter schools","Rural, remote","390","52","0.133333","10","0.192308"
"2012","4107590","LOWELL SD 71","OR","LOWELL","Regular local school district","269","No charter schools","Rural, distant","2579","414","0.160527","118","0.285024"
"2012","4100042","MALHEUR COUNTY SD 51","OR","VALE","Regular local school district","10","Not applicable","Rural, remote","","","","",""
"2012","4107710","MAPLETON SD 32","OR","MAPLETON","Regular local school district","173","No charter schools","Rural, remote","1612","186","0.115385","73","0.392473"
"2012","4107740","MARCOLA SD 79J","OR","MARCOLA","Regular local school district","195","No charter schools","Rural, distant","1912","231","0.120816","36","0.155844"
"2012","4107980","MCKENZIE SD 68","OR","FINN ROCK","Regular local school district","219","No charter schools","Rural, distant","2283","271","0.118703","112","0.413284"
"2012","4108010","MCMINNVILLE SD 40","OR","MCMINNVILLE","Regular local school district","6531","No charter schools","Town, distant","40048","7269","0.181507","1633","0.224653"
"2012","4108040","MEDFORD SD 549C","OR","MEDFORD","Regular local school district","13394","Some charter schools","City, small","85839","14225","0.165717","3424","0.240703"
"2012","4108160","MILTON-FREEWATER UNIFIED SD 7","OR","MILTON-FREEWATER","Regular local school district","1896","No charter schools","Suburb, small","11894","2357","0.198167","550","0.233347"
"2012","4108280","MITCHELL SD 55","OR","MITCHELL","Regular local school district","62","No charter schools","Rural, remote","366","46","0.125683","10","0.217391"
"2012","4108310","MOLALLA RIVER SD 35","OR","MOLALLA","Regular local school district","2765","Some charter schools","Town, fringe","19542","3518","0.180023","378","0.107447"
"2012","4108430","MONROE SD 1J","OR","MONROE","Regular local school district","449","No charter schools","Rural, distant","3180","510","0.160377","87","0.170588"
"2012","4108460","MONUMENT SD 8","OR","MONUMENT","Regular local school district","45","No charter schools","Rural, remote","428","74","0.172897","12","0.162162"
"2012","4108520","MORROW SD 1","OR","IRRIGON","Regular local school district","2261","No charter schools","Town, distant","10608","2228","0.21003","463","0.20781"
"2012","4108550","MT ANGEL SD 91","OR","MT ANGEL","Regular local school district","713","No charter schools","Town, fringe","4122","768","0.186317","119","0.154948"
"2012","4100640","MYRTLE POINT SD 41","OR","MYRTLE POINT","Regular local school district","639","No charter schools","Rural, distant","5028","751","0.149364","277","0.368842"
"2012","4108650","NEAH-KAH-NIE SD 56","OR","ROCKAWAY BEACH","Regular local school district","724","No charter schools","Rural, distant","7665","848","0.110633","185","0.21816"
"2012","4108700","NESTUCCA VALLEY SD 101J","OR","CLOVERDALE","Regular local school district","499","No charter schools","Rural, remote","4316","603","0.139713","122","0.202322"
"2012","4108720","NEWBERG SD 29J","OR","NEWBERG","Regular local school district","5264","No charter schools","Town, fringe","34324","6093","0.177514","913","0.149844"
"2012","4108820","NORTH BEND SD 13","OR","NORTH BEND","Regular local school district","3977","Some charter schools","Town, remote","15916","2156","0.135461","480","0.222635"
"2012","4108830","NORTH CLACKAMAS SD 12","OR","MILWAUKIE","Regular local school district","17048","Some charter schools","Suburb, large","115607","19049","0.164774","2207","0.115859"
"2012","4104350","NORTH DOUGLAS SD 22","OR","DRAIN","Regular local school district","349","No charter schools","Rural, remote","2650","403","0.152075","81","0.200993"
"2012","4111400","NORTH LAKE SD 14","OR","SILVER LAKE","Regular local school district","240","No charter schools","Rural, remote","1967","300","0.152517","57","0.19"
"2012","4108880","NORTH MARION SD 15","OR","AURORA","Regular local school district","1959","No charter schools","Rural, fringe","10272","2052","0.199766","376","0.183236"
"2012","4108940","NORTH POWDER SD 8J","OR","NORTH POWDER","Charter agency","273","All charter schools","Rural, remote","774","149","0.192506","33","0.221477"
"2012","4100020","NORTH SANTIAM SD 29J","OR","STAYTON","Regular local school district","2370","No charter schools","Town, fringe","16056","2952","0.183857","425","0.14397"
"2012","4100048","NORTH WASCO COUNTY SD 21","OR","THE DALLES","Regular local school district","3064","Some charter schools","Town, remote","20732","3436","0.165734","788","0.229336"
"2012","4109000","NYSSA SD 26","OR","NYSSA","Regular local school district","1296","No charter schools","Town, distant","4929","1177","0.238791","291","0.247239"
"2012","4109120","OAKLAND SD 1","OR","OAKLAND","Regular local school district","518","No charter schools","Rural, fringe","3054","451","0.147675","170","0.37694"
"2012","4109150","OAKRIDGE SD 76","OR","OAKRIDGE","Regular local school district","505","No charter schools","Town, distant","4510","635","0.140798","221","0.348032"
"2012","4109270","ONTARIO SD 8C","OR","ONTARIO","Regular local school district","2509","No charter schools","Town, distant","18183","2995","0.164714","1061","0.354257"
"2012","4109330","OREGON CITY SD 62","OR","OREGON CITY","Regular local school district","8138","Some charter schools","Suburb, large","55893","9660","0.17283","1110","0.114907"
"2012","4110890","OREGON TRAIL SD 46","OR","SANDY","Regular local school district","4217","Some charter schools","Town, fringe","","","","",""
"2012","4109430","PAISLEY SD 11","OR","PAISLEY","Charter agency","220","All charter schools","Rural, remote","487","69","0.141684","23","0.333333"
"2012","4109480","PARKROSE SD 3","OR","PORTLAND","Regular local school district","3428","No charter schools","City, large","27298","4292","0.157228","1214","0.282852"
"2012","4109510","PENDLETON SD 16","OR","PENDLETON","Regular local school district","3304","Some charter schools","Town, distant","22291","3646","0.163564","613","0.168129"
"2012","4109530","PERRYDALE SD 21","OR","AMITY","Regular local school district","333","No charter schools","Rural, distant","985","165","0.167513","27","0.163636"
"2012","4109600","PHILOMATH SD 17J","OR","PHILOMATH","Regular local school district","1640","Some charter schools","Suburb, small","8745","1554","0.177702","158","0.101673"
"2012","4109630","PHOENIX-TALENT SD 4","OR","PHOENIX","Regular local school district","2677","Some charter schools","Suburb, midsize","24444","3411","0.139543","877","0.257109"
"2012","4109660","PILOT ROCK SD 2","OR","PILOT ROCK","Regular local school district","365","No charter schools","Rural, distant","2082","371","0.178194","68","0.183288"
"2012","4109690","PINE CREEK SD 5","OR","DREWSEY","Regular local school district","11","No charter schools","Rural, remote","51","12","0.235294","5","0.416667"
"2012","4109720","PINE EAGLE SD 61","OR","HALFWAY","Charter agency","188","All charter schools","Rural, remote","1658","190","0.114596","48","0.252632"
"2012","4109750","PINEHURST SD 94","OR","ASHLAND","Regular local school district","33","No charter schools","Rural, distant","217","28","0.129032","5","0.178571"
"2012","4109870","PLEASANT HILL SD 1","OR","PLEASANT HILL","Regular local school district","897","No charter schools","Rural, fringe","6552","977","0.149115","135","0.138178"
"2012","4109960","PLUSH SD 18","OR","PLUSH","Regular local school district","4","No charter schools","Rural, remote","89","7","0.078652","2","0.285714"
"2012","4110020","PORT ORFORD-LANGLOIS SD 2CJ","OR","PORT ORFORD","Regular local school district","260","No charter schools","Rural, remote","3553","334","0.094005","183","0.547904"
"2012","4110040","PORTLAND SD 1J","OR","PORTLAND","Regular local school district","46748","Some charter schools","City, large","474951","55654","0.117178","9481","0.170356"
"2012","4110080","POWERS SD 31","OR","POWERS","Regular local school district","131","No charter schools","Rural, remote","825","116","0.140606","20","0.172414"
"2012","4110110","PRAIRIE CITY SD 4","OR","PRAIRIE CITY","Regular local school district","149","No charter schools","Rural, remote","1188","164","0.138047","38","0.231707"
"2012","4110200","PROSPECT SD 59","OR","PROSPECT","Charter agency","253","All charter schools","Rural, distant","980","120","0.122449","35","0.291667"
"2012","4103265","RAINIER SD 13","OR","RAINIER","Regular local school district","1007","Some charter schools","Rural, fringe","7396","1220","0.164954","205","0.168033"
"2012","4110350","REDMOND SD 2J","OR","REDMOND","Regular local school district","7084","Some charter schools","Town, distant","46741","8098","0.173253","2239","0.276488"
"2012","4110410","REEDSPORT SD 105","OR","REEDSPORT","Regular local school district","600","Some charter schools","Town, remote","5762","686","0.119056","221","0.322157"
"2012","4110520","REYNOLDS SD 7","OR","FAIRVIEW","Regular local school district","11415","Some charter schools","Suburb, large","74134","13646","0.184072","4320","0.316576"
"2012","4110530","RIDDLE SD 70","OR","RIDDLE","Regular local school district","416","Some charter schools","Town, remote","2428","376","0.15486","139","0.369681"
"2012","4110560","RIVERDALE SD 51J","OR","PORTLAND","Regular local school district","567","No charter schools","Suburb, large","2922","455","0.155715","45","0.098901"
"2012","4110680","ROGUE RIVER SD 35","OR","ROGUE RIVER","Regular local school district","907","Some charter schools","Suburb, small","9429","1163","0.123343","310","0.266552"
"2012","4110820","SALEM-KEIZER SD 24J","OR","SALEM","Regular local school district","40360","Some charter schools","City, midsize","246040","45357","0.184348","10879","0.239853"
"2012","4108100","SANTIAM CANYON SD 129J","OR","MILL CITY","Regular local school district","535","No charter schools","Rural, distant","4066","694","0.170684","153","0.220461"
"2012","4110980","SCAPPOOSE SD 1J","OR","SCAPPOOSE","Regular local school district","2289","Some charter schools","Town, fringe","14510","2340","0.161268","374","0.159829"
"2012","4111040","SCIO SD 95","OR","SCIO","Regular local school district","4025","Some charter schools","Rural, distant","4011","745","0.185739","85","0.114094"
"2012","4111100","SEASIDE SD 10","OR","SEASIDE","Regular local school district","1568","No charter schools","Town, remote","12430","1615","0.129928","326","0.201858"
"2012","4111220","SHERIDAN SD 48J","OR","SHERIDAN","Regular local school district","1067","Some charter schools","Town, distant","7510","1101","0.146605","224","0.203451"
"2012","4111250","SHERMAN COUNTY SD","OR","MORO","Regular local school district","246","Some charter schools","Rural, remote","1735","248","0.142939","47","0.189516"
"2012","4111290","SHERWOOD SD 88J","OR","SHERWOOD","Regular local school district","5034","Some charter schools","Suburb, large","30178","6631","0.21973","416","0.062736"
"2012","4111450","SILVER FALLS SD 4J","OR","SILVERTON","Regular local school district","3756","Some charter schools","Town, fringe","","","","",""
"2012","4111490","SISTERS SD 6","OR","SISTERS","Regular local school district","1136","No charter schools","Rural, distant","7815","1337","0.171081","169","0.126402"
"2012","4105100","SIUSLAW SD 97J","OR","FLORENCE","Regular local school district","1332","No charter schools","Town, remote","14790","1439","0.097295","323","0.224461"
"2012","4105020","SOUTH HARNEY SD 33","OR","FIELDS","Regular local school district","12","No charter schools","Rural, remote","160","18","0.1125","8","0.444444"
"2012","4111580","SOUTH LANE SD 45J3","OR","COTTAGE GROVE","Regular local school district","2854","Some charter schools","Town, distant","18921","2998","0.158448","636","0.212141"
