agency_name,agency_id_nces_assigned_district_latest_available_year,school_year,year,total_students_all_grades_excludes_ae_district,total_revenue_totalrev_district_finance,total_revenue_local_sources_tlocrev_district_finance,total_revenue_state_sources_tstrev_district_finance,total_revenue_federal_sources_tfedrev_district_finance,total_revenue_totalrev_per_pupil_v33_district_finance,total_revenue_local_sources_tlocrev_per_pupil_v33_district_finance,total_revenue_state_sources_tstrev_per_pupil_v33_district_finance,total_revenue_federal_sources_tfedrev_per_pupil_v33_district_finance,total_current_expenditures_instruction_tcurinst_district_finance,agency_type,urban_centric_locale,est_population_total,est_population_5_17,est_population_5_17_poverty,share_child_poverty,CEP_treat,first_treat_year,All_sites
BANDON SD 54,4101800,2018-2019,2018,698,10582000,4756000,5000000,826000,15160,6814,7163,1183,5241000,Regular local school district,"Town, remote",6611,760,163,0.21447368421052632,0,NA,0
BANDON SD 54,4101800,2017-2018,2017,697,10957000,4463000,5756000,738000,15720,6403,8258,1059,4961000,Regular local school district,"Town, remote",6564,758,154,0.20316622691292877,0,NA,0
BANDON SD 54,4101800,2016-2017,2016,723,9522000,4221000,4526000,775000,13170,5838,6260,1072,4852000,Regular local school district,"Town, remote",6552,764,166,0.21727748691099477,0,NA,0
BANDON SD 54,4101800,2015-2016,2015,761,8767000,4135000,3768000,864000,11520,5434,4951,1135,4597000,Regular local school district,"Town, remote",6486,760,189,0.24868421052631579,0,NA,0
BANDON SD 54,4101800,2014-2015,2014,723,8280000,4057000,3470000,753000,11452,5611,4799,1041,4507000,Regular local school district,"Town, remote",6420,743,153,0.20592193808882908,0,NA,0
BANDON SD 54,4101800,2013-2014,2013,732,8476000,4148000,3583000,745000,11579,5667,4895,1018,4600000,Regular local school district,"Town, remote",6400,742,125,0.16846361185983827,0,NA,0
BANDON SD 54,4101800,2012-2013,2012,716,7600000,3689000,3067000,844000,10615,5152,4284,1179,4589000,Regular local school district,"Town, remote",6426,752,162,0.2154255319148936,0,NA,0
BANDON SD 54,4101800,2011-2012,2011,748,7797000,3824000,3138000,835000,10424,5112,4195,1116,4702000,Regular local school district,"Town, remote",6452,759,155,0.20421607378129117,0,NA,0
BANDON SD 54,4101800,2010-2011,2010,745,7675000,3726000,2770000,1179000,10302,5001,3718,1583,4718000,Regular local school district,"Town, remote",6476,762,185,0.24278215223097113,0,NA,0
BANKS SD 13,4101830,2021-2022,2021,1040,15404000,5198000,9229000,977000,14812,4998,8874,939,8842000,Regular local school district,"Rural, distant",6369,1223,80,0.06541291905151267,0,NA,0
BANKS SD 13,4101830,2020-2021,2020,1066,14810000,4915000,9103000,792000,13893,4611,8539,743,7958000,Regular local school district,"Rural, distant",6966,1370,55,0.040145985401459854,0,NA,0
BANKS SD 13,4101830,2019-2020,2019,1147,13645000,5076000,8144000,425000,11896,4425,7100,371,7714000,Regular local school district,"Rural, distant",6944,1374,71,0.05167394468704512,0,NA,0
BANKS SD 13,4101830,2018-2019,2018,1126,13488000,5095000,8011000,382000,11979,4525,7115,339,7685000,Regular local school district,"Rural, distant",6898,1381,70,0.05068790731354091,0,NA,0
BANKS SD 13,4101830,2017-2018,2017,1153,14069000,4788000,8843000,438000,12202,4153,7670,380,7496000,Regular local school district,"Rural, distant",6797,1380,83,0.060144927536231886,0,NA,0
BANKS SD 13,4101830,2016-2017,2016,1196,11953000,4777000,6709000,467000,9994,3994,5610,390,6718000,Regular local school district,"Rural, distant",6727,1376,64,0.046511627906976744,0,NA,0
BANKS SD 13,4101830,2015-2016,2015,1110,11071000,4464000,6134000,473000,9974,4022,5526,426,6370000,Regular local school district,"Rural, fringe",6629,1381,79,0.05720492396813903,0,NA,0
BANKS SD 13,4101830,2014-2015,2014,1109,12237000,4471000,7262000,504000,11034,4032,6548,454,6287000,Regular local school district,"Rural, fringe",6504,1372,123,0.08965014577259475,0,NA,0
BANKS SD 13,4101830,2013-2014,2013,1143,11570000,4339000,6710000,521000,10122,3796,5871,456,5780000,Regular local school district,"Rural, distant",6411,1366,117,0.08565153733528551,0,NA,0
BANKS SD 13,4101830,2012-2013,2012,1131,10749000,4173000,5948000,628000,9504,3690,5259,555,5266000,Regular local school district,"Rural, distant",6326,1358,154,0.1134020618556701,0,NA,0
BANKS SD 13,4101830,2011-2012,2011,1145,10141000,4082000,5392000,667000,8857,3565,4709,583,5412000,Regular local school district,"Rural, distant",6243,1347,117,0.08685968819599109,0,NA,0
BANKS SD 13,4101830,2010-2011,2010,1157,9932000,3703000,5029000,1200000,8584,3201,4347,1037,5824000,Regular local school district,"Rural, distant",6142,1343,85,0.06329113924050633,0,NA,0
BEAVERTON SD 48J,4101920,2021-2022,2021,39253,710389000,299672000,348415000,62302000,18098,7634,8876,1587,364731000,Regular local school district,"City, small",291942,47777,3938,0.08242459760972853,0,2014,0
BEAVERTON SD 48J,4101920,2020-2021,2020,39594,634244000,279054000,319547000,35643000,16019,7048,8071,900,319553000,Regular local school district,"City, small",290622,46480,2803,0.06030550774526678,1,2014,0
BEAVERTON SD 48J,4101920,2019-2020,2019,41291,601518000,278502000,300639000,22377000,14568,6745,7281,542,307286000,Regular local school district,"City, small",289695,46629,3717,0.07971434086083767,1,2014,0
BEAVERTON SD 48J,4101920,2018-2019,2018,41070,588802000,289012000,273870000,25920000,14348,7043,6674,632,315301000,Regular local school district,"City, small",287817,46856,4165,0.08888936315519891,1,2014,0
BEAVERTON SD 48J,4101920,2017-2018,2017,40950,562125000,263463000,273744000,24918000,13727,6434,6685,608,304785000,Regular local school district,"City, small",283616,46835,3756,0.08019643429059464,1,2014,0
BEAVERTON SD 48J,4101920,2016-2017,2016,40889,506259000,237896000,243416000,24947000,12381,5818,5953,610,282711000,Regular local school district,"City, small",280631,46689,4382,0.09385508363854442,1,2014,0
BEAVERTON SD 48J,4101920,2015-2016,2015,40664,491107000,229151000,237574000,24382000,12077,5635,5842,600,268613000,Regular local school district,"City, small",276562,46879,5224,0.11143582414300646,1,2014,0
BEAVERTON SD 48J,4101920,2014-2015,2014,39941,477429000,230018000,222399000,25012000,11962,5763,5572,627,248947000,Regular local school district,"City, small",271109,46553,6209,0.13337486305930873,1,2014,0
BEAVERTON SD 48J,4101920,2013-2014,2013,39625,440794000,213523000,204829000,22442000,11124,5389,5169,566,224726000,Regular local school district,"City, small",267255,46346,5014,0.10818625124066802,0,2014,0
BEAVERTON SD 48J,4101920,2012-2013,2012,39691,383894000,181040000,177953000,24901000,9672,4561,4483,627,205023000,Regular local school district,"City, small",263731,46058,5942,0.12901124668895741,0,2014,0
BEAVERTON SD 48J,4101920,2011-2012,2011,39736,385781000,178625000,182189000,24967000,9709,4495,4585,628,216843000,Regular local school district,"City, small",260233,45698,5749,0.12580419274366494,0,2014,0
BEAVERTON SD 48J,4101920,2010-2011,2010,38902,384571000,175494000,165129000,43948000,9886,4511,4245,1130,207375000,Regular local school district,"City, small",256061,45574,4507,0.09889410628867337,0,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2021-2022,2021,17421,287302000,143643000,121161000,22498000,16492,8245,6955,1291,135426000,Regular local school district,"City, small",141044,20417,1756,0.08600675907332125,0,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2020-2021,2020,17543,275436000,135269000,115966000,24201000,15701,7711,6610,1380,128368000,Regular local school district,"City, midsize",137371,19555,1423,0.0727691127588852,1,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2019-2020,2019,18651,259264000,140936000,107665000,10663000,13901,7556,5773,572,119246000,Regular local school district,"City, small",134595,19303,2051,0.10625291405481013,0,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2018-2019,2018,18390,249480000,137582000,101165000,10733000,13570,7483,5503,584,114688000,Regular local school district,"City, small",130721,19061,1837,0.09637479670531451,0,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2017-2018,2017,18326,239449000,129975000,97036000,12438000,13066,7092,5295,679,110666000,Regular local school district,"City, small",127228,18861,1927,0.10216849583797254,0,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2016-2017,2016,17984,208568000,110974000,86094000,11500000,11597,6171,4787,639,102622000,Regular local school district,"City, small",123435,18492,2138,0.11561756435215229,1,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2015-2016,2015,17517,202161000,103910000,85964000,12287000,11541,5932,4907,701,100981000,Regular local school district,"City, small",119324,18352,2311,0.12592632955536182,1,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2014-2015,2014,17123,189079000,99033000,77342000,12704000,11042,5784,4517,742,96243000,Regular local school district,"City, small",116002,18091,2456,0.13575811176828256,1,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2013-2014,2013,16834,176328000,93029000,71169000,12130000,10475,5526,4228,721,89613000,Regular local school district,"City, small",112983,18022,2605,0.14454555543224948,0,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2012-2013,2012,16586,161616000,87945000,60668000,13003000,9744,5302,3658,784,81985000,Regular local school district,"City, small",110479,17785,2949,0.16581388810795614,0,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2011-2012,2011,16437,162733000,88593000,61067000,13073000,9900,5390,3715,795,78559000,Regular local school district,"City, small",109160,17749,2881,0.16231900388754297,0,2014,0
BEND-LAPINE ADMINISTRATIVE SD 1,4101980,2010-2011,2010,16173,163401000,90569000,54056000,18776000,10103,5600,3342,1161,77717000,Regular local school district,"City, small",107495,17596,3477,0.1976017276653785,0,2014,0
BETHEL SD 52,4102040,2021-2022,2021,5279,91244000,28210000,48921000,14113000,17284,5344,9267,2673,47869000,Regular local school district,"City, midsize",43193,6513,814,0.12498080761553815,0,2015,0
BETHEL SD 52,4102040,2020-2021,2020,5310,83012000,27023000,46166000,9823000,15633,5089,8694,1850,42918000,Regular local school district,"City, midsize",41339,6687,1017,0.15208613728129206,1,2015,0
BETHEL SD 52,4102040,2019-2020,2019,5560,75080000,26650000,42703000,5727000,13504,4793,7680,1030,38821000,Regular local school district,"City, midsize",41240,6680,978,0.14640718562874253,1,2015,0
BETHEL SD 52,4102040,2018-2019,2018,5633,74657000,26510000,41543000,6604000,13254,4706,7375,1172,38703000,Regular local school district,"City, midsize",40975,6676,1276,0.19113241461953265,1,2015,0
BETHEL SD 52,4102040,2017-2018,2017,5629,68881000,22660000,39881000,6340000,12237,4026,7085,1126,34735000,Regular local school district,"City, midsize",40450,6687,1070,0.16001196351129057,1,2015,0
BETHEL SD 52,4102040,2016-2017,2016,5648,63413000,21431000,35746000,6236000,11228,3794,6329,1104,34184000,Regular local school district,"City, midsize",39884,6610,1220,0.18456883509833585,1,2015,0
BETHEL SD 52,4102040,2015-2016,2015,5681,64731000,21234000,37146000,6351000,11394,3738,6539,1118,34114000,Regular local school district,"City, midsize",39169,6640,1405,0.21159638554216867,1,2015,0
BETHEL SD 52,4102040,2014-2015,2014,5659,61282000,21042000,34544000,5696000,10829,3718,6104,1007,31433000,Regular local school district,"City, midsize",38672,6642,1151,0.17329117735621802,0,2015,0
BETHEL SD 52,4102040,2013-2014,2013,5669,58023000,19334000,33490000,5199000,10235,3410,5908,917,27533000,Regular local school district,"City, midsize",38442,6621,1608,0.24286361576801088,0,2015,0
BETHEL SD 52,4102040,2012-2013,2012,5930,53363000,17501000,30477000,5385000,8999,2951,5139,908,25887000,Regular local school district,"City, midsize",38262,6614,1726,0.26096159661324464,0,2015,0
BETHEL SD 52,4102040,2011-2012,2011,6072,55193000,18564000,31262000,5367000,9090,3057,5149,884,29291000,Regular local school district,"City, midsize",38141,6590,1273,0.19317147192716236,0,2015,0
BETHEL SD 52,4102040,2010-2011,2010,5818,55256000,18940000,28455000,7861000,9497,3255,4891,1351,29323000,Regular local school district,"City, midsize",37986,6683,1264,0.18913661529253328,0,2015,0
BLACHLY SD 90,4102160,2021-2022,2021,302,6136000,439000,5121000,576000,20318,1454,16957,1907,2701000,Charter agency,"Rural, distant",629,103,9,0.08737864077669903,0,NA,0
BLACHLY SD 90,4102160,2020-2021,2020,217,5471000,423000,4523000,525000,25212,1949,20843,2419,1994000,Charter agency,"Rural, distant",663,101,22,0.21782178217821782,0,NA,0
BLACHLY SD 90,4102160,2019-2020,2019,228,6517000,506000,5753000,258000,28583,2219,25232,1132,2124000,Charter agency,"Rural, distant",662,101,21,0.2079207920792079,0,NA,0
BLACHLY SD 90,4102160,2018-2019,2018,234,4050000,447000,3374000,229000,17308,1910,14419,979,2018000,Charter agency,"Rural, distant",657,101,29,0.2871287128712871,0,NA,0
BLACHLY SD 90,4102160,2017-2018,2017,227,3875000,440000,3176000,259000,17070,1938,13991,1141,2109000,Charter agency,"Rural, distant",649,101,20,0.19801980198019803,0,NA,0
BLACHLY SD 90,4102160,2016-2017,2016,252,3623000,428000,2954000,241000,14377,1698,11722,956,1952000,Charter agency,"Rural, distant",640,100,28,0.28,0,NA,0
BLACHLY SD 90,4102160,2015-2016,2015,255,3475000,384000,2771000,320000,13627,1506,10867,1255,1818000,Charter agency,"Rural, distant",628,100,27,0.27,0,NA,0
BLACHLY SD 90,4102160,2014-2015,2014,234,3427000,386000,2734000,307000,14645,1650,11684,1312,1884000,Charter agency,"Rural, distant",620,100,22,0.22,0,NA,0
BLACHLY SD 90,4102160,2013-2014,2013,251,3245000,347000,2622000,276000,12928,1382,10446,1100,1682000,Charter agency,"Rural, distant",617,100,28,0.28,0,NA,0
BLACHLY SD 90,4102160,2012-2013,2012,217,2908000,351000,2294000,263000,13401,1618,10571,1212,1471000,Charter agency,"Rural, distant",614,100,30,0.3,0,NA,0
BLACHLY SD 90,4102160,2011-2012,2011,205,2471000,376000,1853000,242000,12054,1834,9039,1180,1454000,Charter agency,"Rural, distant",612,99,17,0.1717171717171717,0,NA,0
BLACHLY SD 90,4102160,2010-2011,2010,149,2520000,420000,1615000,485000,16913,2819,10839,3255,1331000,Charter agency,"Rural, distant",609,101,26,0.25742574257425743,0,NA,0
BLACK BUTTE SD 41,4102190,2021-2022,2021,20,802000,418000,330000,54000,40100,20900,16500,2700,371000,Regular local school district,"Rural, remote",303,29,4,0.13793103448275862,0,NA,0
BLACK BUTTE SD 41,4102190,2020-2021,2020,24,833000,349000,316000,168000,34708,14542,13167,7000,352000,Regular local school district,"Rural, remote",305,29,1,0.034482758620689655,0,NA,0
BLACK BUTTE SD 41,4102190,2019-2020,2019,28,573000,346000,222000,5000,20464,12357,7929,179,300000,Regular local school district,"Rural, remote",302,29,3,0.10344827586206896,0,NA,0
BLACK BUTTE SD 41,4102190,2018-2019,2018,31,553000,328000,206000,19000,17839,10581,6645,613,236000,Regular local school district,"Rural, remote",296,28,3,0.10714285714285714,0,NA,0
BLACK BUTTE SD 41,4102190,2017-2018,2017,39,683000,312000,370000,1000,17513,8000,9487,26,220000,Regular local school district,"Rural, remote",291,28,4,0.14285714285714285,0,NA,0
BLACK BUTTE SD 41,4102190,2016-2017,2016,32,496000,294000,157000,45000,15500,9188,4906,1406,219000,Regular local school district,"Rural, remote",283,27,4,0.14814814814814814,0,NA,0
BLACK BUTTE SD 41,4102190,2015-2016,2015,17,447000,275000,155000,17000,26294,16176,9118,1000,236000,Regular local school district,"Rural, remote",278,27,5,0.18518518518518517,0,NA,0
BLACK BUTTE SD 41,4102190,2014-2015,2014,35,489000,275000,206000,8000,13971,7857,5886,229,284000,Regular local school district,"Rural, remote",272,26,5,0.19230769230769232,0,NA,0
BLACK BUTTE SD 41,4102190,2013-2014,2013,25,516000,268000,230000,18000,20640,10720,9200,720,322000,Regular local school district,"Rural, remote",259,26,6,0.23076923076923078,0,NA,0
BLACK BUTTE SD 41,4102190,2012-2013,2012,30,446000,299000,123000,24000,14867,9967,4100,800,313000,Regular local school district,"Rural, remote",266,26,6,0.23076923076923078,0,NA,0
BLACK BUTTE SD 41,4102190,2011-2012,2011,31,474000,267000,200000,7000,15290,8613,6452,226,307000,Regular local school district,"Rural, remote",267,27,7,0.25925925925925924,0,NA,0
BLACK BUTTE SD 41,4102190,2010-2011,2010,21,475000,255000,156000,64000,22619,12143,7429,3048,267000,Regular local school district,"Rural, remote",265,27,6,0.2222222222222222,0,NA,0
BROOKINGS-HARBOR SD 17C,4102310,2021-2022,2021,1414,22573000,7904000,11475000,3194000,15964,5590,8115,2259,10229000,Regular local school district,"Town, remote",14692,1618,299,0.18479604449938195,0,NA,0
BROOKINGS-HARBOR SD 17C,4102310,2020-2021,2020,1402,23277000,8400000,11712000,3165000,16603,5991,8354,2257,10428000,Regular local school district,"Town, remote",14573,1629,314,0.19275629220380602,0,NA,0
BROOKINGS-HARBOR SD 17C,4102310,2019-2020,2019,1541,20875000,7595000,11122000,2158000,13546,4929,7217,1400,10532000,Regular local school district,"Town, remote",14336,1605,313,0.19501557632398753,0,NA,0
BROOKINGS-HARBOR SD 17C,4102310,2018-2019,2018,1557,22078000,8512000,11445000,2121000,14180,5467,7351,1362,10121000,Regular local school district,"Town, remote",14263,1612,338,0.20967741935483872,0,NA,0
BROOKINGS-HARBOR SD 17C,4102310,2017-2018,2017,1589,21267000,8191000,11028000,2048000,13384,5155,6940,1289,10012000,Regular local school district,"Town, remote",14173,1613,341,0.21140731556106634,0,NA,0
BROOKINGS-HARBOR SD 17C,4102310,2016-2017,2016,1605,18545000,7816000,9113000,1616000,11555,4870,5678,1007,9623000,Regular local school district,"Town, remote",14201,1653,312,0.18874773139745918,0,NA,0
BROOKINGS-HARBOR SD 17C,4102310,2015-2016,2015,1650,17832000,7625000,8023000,2184000,10807,4621,4862,1324,9017000,Regular local school district,"Town, remote",14058,1658,347,0.20928829915560918,0,NA,0
BROOKINGS-HARBOR SD 17C,4102310,2014-2015,2014,1571,17324000,7434000,7746000,2144000,11027,4732,4931,1365,8766000,Regular local school district,"Town, remote",13965,1679,336,0.20011911852293032,0,NA,0
BROOKINGS-HARBOR SD 17C,4102310,2013-2014,2013,1607,15720000,7175000,6907000,1638000,9782,4465,4298,1019,8662000,Regular local school district,"Town, remote",13967,1717,347,0.20209668025626093,0,NA,0
BROOKINGS-HARBOR SD 17C,4102310,2012-2013,2012,1590,15124000,6964000,5975000,2185000,9512,4380,3758,1374,8653000,Regular local school district,"Town, remote",13911,1726,341,0.19756662804171496,0,NA,0
BROOKINGS-HARBOR SD 17C,4102310,2011-2012,2011,1622,15145000,6840000,6318000,1987000,9337,4217,3895,1225,8083000,Regular local school district,"Town, remote",14022,1766,388,0.21970554926387317,0,NA,0
